joborder_id,company_id,recruiter,owner,title,type,salary,status,city,country,openings,start_date,date_created,date_modified,discipline,work_arrangement,owning_office
475,174,52,52,Programme Director,H,70000,Closed,London,GB,2,,2023-01-19 17:24:32,2023-02-16 15:37:48,Transformation & Change,Hybrid,London
476,169,58,58,Head of Pricing,H,"88,000",Full,London,GB,1,2023-03-20 15:09:30,2023-01-19 08:11:15,2023-02-28 18:02:42,Actuarial,Remote,London
477,340,73,73,Senior Management Accountant,H,EUR 66k,Full,Dublin,IE,1,2023-03-20 18:32:17,2023-01-19 16:21:33,2023-02-15 16:13:35,"Accountancy, Finance & Audit",Hybrid,Dublin
478,391,74,73,Internal Auditor,H,EUR 65k,Closed,Dublin,IE,1,,2023-01-19 16:12:04,2023-02-12 09:22:07,"Accountancy, Finance & Audit",Remote,Dublin
479,544,107,107,Senior Product Owner,H,€72k - €82k,Closed,Paris,FR,1,2023-03-20 15:56:22,2023-01-19 13:16:55,2023-03-01 09:45:55,Transformation & Change,Hybrid,Paris
480,837,174,174,Account Executive,H,"73,000",Full,Charlotte,US,1,2023-03-20 15:11:12,2023-01-19 18:57:50,2023-03-01 12:47:41,"Underwriting, Broking & Claims",Hybrid,Charlotte
481,418,80,80,Senior Product Owner,H,€72k - €83k,Full,Amsterdam,NL,1,2023-03-21 16:44:59,2023-01-20 13:42:05,2023-02-27 10:35:03,Transformation & Change,Office,Amsterdam
482,460,93,93,Pricing Actuary,H,112000,Closed,Brussels,BE,1,,2023-01-20 13:50:46,2023-02-12 13:34:24,Actuarial,Hybrid,Brussels
483,632,135,135,Management Accountant,H,"130,000",Full,Zurich,CH,1,2023-03-21 08:15:00,2023-01-20 16:08:28,2023-02-26 17:37:10,"Accountancy, Finance & Audit",Hybrid,Zurich
484,635,143,143,Senior Programme Director,H,CHF 109k - CHF 134k,Closed,Zurich,CH,2,2023-03-21 10:38:12,2023-01-20 09:07:18,2023-02-17 16:52:09,Transformation & Change,Hybrid,Zurich
485,890,183,183,Tax Manager,H,"743,000",Closed,Hong Kong,HK,1,,2023-01-20 12:07:36,2023-02-14 18:03:25,"Accountancy, Finance & Audit",Office,Hong Kong
486,949,196,196,Project Manager,H,106000,Closed,Singapore,SG,1,2023-03-21 15:24:07,2023-01-20 10:39:57,2023-02-21 13:15:59,Transformation & Change,Office,Singapore
487,504,100,97,Commercial Lawyer,H,80000,Closed,Madrid,ES,1,,2023-01-21 11:11:56,2023-02-13 17:31:52,Legal,Hybrid,Madrid
488,504,101,97,Senior Paralegal,H,€75k - €89k,Full,Madrid,ES,1,2023-03-22 17:16:16,2023-01-21 15:37:28,2023-03-12 18:53:51,Legal,Hybrid,Madrid
489,627,135,135,Tax Manager,H,130000,Closed,Zurich,CH,1,2023-03-22 12:40:11,2023-01-21 11:07:31,2023-03-24 18:18:44,"Accountancy, Finance & Audit",Office,Zurich
490,662,140,139,Senior Programme Director,H,CHF 144k,Closed,Zurich,CH,1,,2023-01-21 08:17:53,2023-02-13 09:19:20,Transformation & Change,Remote,Zurich
491,187,59,55,Senior Pricing Actuary,H,£81k - £93k,Closed,London,GB,1,,2023-01-22 18:37:25,2023-02-21 14:11:00,Actuarial,Hybrid,London
492,340,68,68,Senior Account Executive,H,"60,000",Full,Dublin,IE,1,,2023-01-22 15:53:34,2023-03-09 16:32:08,"Underwriting, Broking & Claims",Office,Dublin
493,150,13,13,Senior Claims Handler,H,GBP 66k,Full,Manchester,GB,1,2023-03-24 11:31:30,2023-01-23 13:09:54,2023-02-21 18:11:09,"Underwriting, Broking & Claims",Hybrid,Manchester
494,173,31,31,Head of Compliance,H,£71k - £78k,Full,London,GB,1,,2023-01-23 18:06:50,2023-02-25 08:51:26,Risk & Compliance,Remote,London
495,221,32,32,Commercial Lawyer,H,Competitive,Full,London,GB,1,,2023-01-23 13:28:27,2023-03-02 09:44:09,Legal,Hybrid,London
496,509,98,97,Senior In-house Counsel,H,78000,Full,Madrid,ES,1,2023-03-24 08:47:03,2023-01-23 16:11:05,2023-03-22 11:57:23,Legal,Hybrid,Madrid
497,546,106,106,FP&A Analyst,H,53000,Full,Paris,FR,1,2023-03-24 18:36:29,2023-01-23 09:42:09,2023-03-22 09:10:45,"Accountancy, Finance & Audit",Hybrid,Paris
498,633,136,132,Internal Auditor,H,CHF 114k - CHF 136k,OnHold,Zurich,CH,1,,2023-01-23 12:16:50,2023-02-18 16:28:37,"Accountancy, Finance & Audit",Hybrid,Zurich
499,629,139,139,Senior Business Analyst,H,94000,Full,Zurich,CH,1,2023-03-24 08:41:17,2023-01-23 17:46:12,2023-03-10 18:10:16,Transformation & Change,Hybrid,Zurich
500,795,158,158,Cloud Architect,H,$147k - $179k,Full,New York,US,1,2023-03-24 18:14:48,2023-01-23 12:32:10,2023-03-11 16:22:09,Technology,Office,New York
501,961,209,207,Claims Manager,H,RM161k - RM197k,Full,Kuala Lumpur,MY,1,,2023-01-23 11:47:48,2023-03-02 17:22:39,"Underwriting, Broking & Claims",Hybrid,Malaysia
502,168,41,41,Management Accountant,H,"60,000",Full,London,GB,1,2023-03-25 16:05:48,2023-01-24 14:07:18,2023-03-16 12:09:41,"Accountancy, Finance & Audit",Hybrid,London
503,715,166,166,Senior Commercial Lawyer,H,$165k - $196k,Closed,New York,US,3,2023-03-25 09:45:19,2023-01-24 08:04:22,2023-03-17 11:52:27,Legal,Hybrid,New York
504,839,174,174,Claims Manager,H,$96k - $108k,Closed,Charlotte,US,2,2023-03-25 12:04:22,2023-01-24 09:39:32,2023-02-24 13:32:00,"Underwriting, Broking & Claims",Office,Charlotte
505,842,175,175,Casualty Underwriter,H,$64k - $77k,Full,Charlotte,US,1,2023-03-25 18:11:34,2023-01-24 16:47:57,2023-03-11 16:42:44,"Underwriting, Broking & Claims",Office,Charlotte
506,573,108,108,Business Analyst,H,"65,000",Full,Paris,FR,1,2023-03-26 16:18:36,2023-01-25 15:49:32,2023-02-26 12:58:57,Transformation & Change,Hybrid,Paris
507,714,147,147,Business Analyst,H,"120,000",Closed,New York,US,3,,2023-01-25 08:58:47,2023-02-18 12:54:03,Transformation & Change,Office,New York
508,966,211,207,Senior Account Executive,H,MYR 145k,Full,Kuala Lumpur,MY,1,2023-03-26 16:05:49,2023-01-25 13:44:59,2023-03-13 16:42:38,"Underwriting, Broking & Claims",Remote,Malaysia
509,1,2,1,Capital Modelling Actuary,H,£72k - £89k,Full,Manchester,GB,1,2023-03-27 12:38:37,2023-01-26 13:01:09,2023-03-03 16:08:17,Actuarial,Remote,Manchester
510,18,3,1,Credit Risk Analyst,H,Competitive,OnHold,Manchester,GB,1,2023-03-27 16:48:25,2023-01-26 08:03:17,2023-02-23 16:38:56,Risk & Compliance,Office,Manchester
511,460,88,88,Senior Capital Modelling Actuary,H,€110k - €132k,Full,Brussels,BE,1,,2023-01-26 10:31:01,2023-03-07 17:38:00,Actuarial,Hybrid,Brussels
512,518,100,100,Head of Pricing,H,€62k - €72k,Full,Madrid,ES,1,,2023-01-26 09:44:40,2023-03-25 18:22:50,Actuarial,Hybrid,Madrid
513,976,207,207,Account Executive,H,"173,000",Full,Kuala Lumpur,MY,1,,2023-01-26 09:10:19,2023-03-05 18:15:54,"Underwriting, Broking & Claims",Remote,Malaysia
514,8,22,22,Paralegal,H,£102k - £123k,Closed,Manchester,GB,1,,2023-01-27 17:16:09,2023-02-19 18:12:33,Legal,Remote,Manchester
515,420,82,82,Senior Business Analyst,H,EUR 84k,Full,Amsterdam,NL,1,2023-03-28 15:01:57,2023-01-27 13:08:47,2023-03-23 16:44:54,Transformation & Change,Office,Amsterdam
516,427,84,79,Change Manager,H,78000,Closed,Amsterdam,NL,1,,2023-01-27 15:59:18,2023-02-19 09:42:35,Transformation & Change,Office,Amsterdam
517,484,91,91,Capital Modelling Actuary,H,"72,000",Closed,Brussels,BE,1,2023-03-28 15:15:11,2023-01-27 08:33:57,2023-03-25 15:00:43,Actuarial,Office,Brussels
518,487,93,93,Head of Pricing,H,EUR 109k,OnHold,Brussels,BE,1,2023-03-28 14:19:54,2023-01-27 15:25:24,2023-02-20 15:57:23,Actuarial,Hybrid,Brussels
519,550,121,121,Claims Manager,H,EUR 78k,Full,Paris,FR,1,2023-03-28 14:05:53,2023-01-27 14:30:34,2023-03-20 16:33:38,"Underwriting, Broking & Claims",Office,Paris
520,27,23,20,Data Engineer,H,"66,000",Full,Manchester,GB,1,,2023-01-28 18:56:48,2023-03-09 15:05:28,Technology,Hybrid,Manchester
521,203,38,38,Senior Programme Director,H,GBP 82k,Full,London,GB,1,2023-03-29 16:33:05,2023-01-28 10:26:00,2023-03-03 15:32:47,Transformation & Change,Hybrid,London
522,250,59,59,Head of Pricing,H,"112,000",Closed,London,GB,2,,2023-01-28 13:50:03,2023-02-23 17:30:21,Actuarial,Hybrid,London
523,548,109,109,Senior Account Executive,H,€80k - €93k,Closed,Paris,FR,1,,2023-01-28 13:25:00,2023-03-04 08:34:10,"Underwriting, Broking & Claims",Hybrid,Paris
524,557,123,121,Account Executive,H,64000,Closed,Paris,FR,1,2023-03-29 16:48:05,2023-01-28 12:56:19,2023-02-23 10:39:47,"Underwriting, Broking & Claims",Remote,Paris
525,722,150,146,Management Accountant,H,113000,Full,New York,US,1,,2023-01-28 14:30:14,2023-03-14 10:39:22,"Accountancy, Finance & Audit",Hybrid,New York
526,711,167,167,Senior Commercial Lawyer,H,$171k - $191k,Closed,New York,US,1,2023-03-29 14:41:42,2023-01-28 08:33:48,2023-02-26 16:00:52,Legal,Hybrid,New York
527,798,168,165,Head of Legal,H,142000,Full,New York,US,1,2023-03-29 14:09:31,2023-01-28 17:03:34,2023-03-30 15:34:37,Legal,Hybrid,New York
528,50,7,7,Senior Internal Auditor,H,£52k - £59k,Closed,Manchester,GB,2,2023-03-30 13:35:49,2023-01-29 11:52:39,2023-02-21 14:28:13,"Accountancy, Finance & Audit",Office,Manchester
529,2,14,11,Account Executive,H,£64k - £77k,Closed,Manchester,GB,1,2023-03-30 13:04:44,2023-01-29 09:20:57,2023-03-20 09:27:46,"Underwriting, Broking & Claims",Hybrid,Manchester
530,249,49,49,Programme Director,H,£66k - £76k,Full,London,GB,1,2023-03-30 15:55:13,2023-01-29 13:31:28,2023-03-08 14:11:06,Transformation & Change,Hybrid,London
531,168,51,51,Business Analyst,H,£79k - £88k,OnHold,London,GB,1,2023-03-30 11:21:19,2023-01-29 16:15:20,2023-02-25 14:10:29,Transformation & Change,Hybrid,London
532,172,57,55,Capital Modelling Actuary,H,£107k - £132k,Full,London,GB,1,2023-03-30 15:45:47,2023-01-29 08:50:20,2023-03-28 18:33:51,Actuarial,Hybrid,London
533,343,65,65,Change Manager,H,"104,000",Closed,Dublin,IE,1,,2023-01-29 17:43:29,2023-02-23 12:45:52,Transformation & Change,Hybrid,Dublin
534,447,79,79,Senior Product Owner,H,96000,Closed,Amsterdam,NL,1,2023-03-30 14:07:44,2023-01-29 12:02:52,2023-02-21 10:00:08,Transformation & Change,Hybrid,Amsterdam
535,518,99,99,Senior In-house Counsel,H,"78,000",Closed,Madrid,ES,2,2023-03-30 17:30:58,2023-01-29 10:14:16,2023-03-19 15:10:37,Legal,Hybrid,Madrid
536,627,141,141,Programme Director,H,"102,000",Full,Zurich,CH,1,2023-03-30 08:24:46,2023-01-29 10:25:14,2023-03-16 12:35:16,Transformation & Change,Hybrid,Zurich
537,720,151,146,Change Manager,H,"124,000",Closed,New York,US,2,2023-03-30 17:42:28,2023-01-29 09:46:28,2023-02-26 17:27:24,Transformation & Change,Hybrid,New York
538,725,160,160,Senior Cloud Architect,H,154000,Closed,New York,US,1,2023-03-30 18:32:51,2023-01-29 08:09:05,2023-02-25 12:52:44,Technology,Hybrid,New York
539,961,208,207,Senior Casualty Underwriter,H,Competitive,Closed,Kuala Lumpur,MY,1,,2023-01-29 16:52:08,2023-02-23 17:51:10,"Underwriting, Broking & Claims",Hybrid,Malaysia
540,168,32,32,Commercial Lawyer,H,£99k - £121k,Closed,London,GB,1,2023-03-31 14:17:26,2023-01-30 17:51:21,2023-03-16 18:43:55,Legal,Hybrid,London
541,346,75,73,Tax Manager,H,"72,000",Full,Dublin,IE,2,2023-03-31 15:31:29,2023-01-30 08:46:17,2023-03-10 15:07:20,"Accountancy, Finance & Audit",Remote,Dublin
542,701,132,132,Financial Controller,H,"84,000",Closed,Zurich,CH,1,2023-03-31 15:46:22,2023-01-30 08:36:37,2023-02-18 09:15:16,"Accountancy, Finance & Audit",Remote,Zurich
543,711,165,165,In-house Counsel,H,"166,000",OnHold,New York,US,2,2023-03-31 12:02:22,2023-01-30 16:42:01,2023-03-08 18:51:34,Legal,Hybrid,New York
544,877,186,186,Internal Auditor,H,744000,Full,Hong Kong,HK,1,2023-03-31 11:23:28,2023-01-30 11:41:50,2023-03-17 14:05:45,"Accountancy, Finance & Audit",Hybrid,Hong Kong
545,554,125,125,Senior Claims Manager,H,EUR 62k,Closed,Paris,FR,2,,2023-01-31 17:43:19,2023-02-22 10:41:35,"Underwriting, Broking & Claims",Remote,Paris
546,754,166,166,Commercial Lawyer,H,140000,Full,New York,US,1,,2023-01-31 18:57:11,2023-03-19 12:28:05,Legal,Hybrid,New York
547,43,13,13,Senior Casualty Underwriter,H,61000,Full,Manchester,GB,2,,2023-02-01 18:55:59,2023-03-18 14:35:11,"Underwriting, Broking & Claims",Hybrid,Manchester
548,816,148,148,Project Manager,H,$91k - $110k,Full,New York,US,1,,2023-02-01 08:12:26,2023-03-29 11:04:25,Transformation & Change,Hybrid,New York
549,886,184,184,Management Accountant,H,HK$501k - HK$596k,Full,Hong Kong,HK,1,2023-04-02 18:35:45,2023-02-01 12:36:29,2023-04-04 17:56:39,"Accountancy, Finance & Audit",Hybrid,Hong Kong
550,60,3,1,Capital Modelling Actuary,H,66000,Full,Manchester,GB,2,2023-04-03 14:23:28,2023-02-02 15:30:41,2023-03-25 15:31:55,Actuarial,Remote,Manchester
551,12,24,24,Cloud Architect,H,£87k - £101k,Full,Manchester,GB,1,2023-04-03 11:43:06,2023-02-02 16:35:15,2023-03-20 16:52:09,Technology,Hybrid,Manchester
552,765,168,165,Property Underwriter,H,$117k - $138k,Closed,New York,US,1,,2023-02-02 17:55:29,2023-03-03 10:25:46,"Underwriting, Broking & Claims",Remote,New York
553,835,175,174,Project Manager,H,"120,000",Full,Charlotte,US,1,2023-04-03 11:27:08,2023-02-02 10:19:02,2023-03-06 17:02:46,Transformation & Change,Hybrid,Charlotte
554,168,56,56,Capital Modelling Actuary,H,112000,Closed,London,GB,1,2023-04-04 14:44:29,2023-02-03 08:33:08,2023-03-01 11:30:35,Actuarial,Hybrid,London
555,878,184,184,Internal Auditor,H,HK$497k - HK$613k,Full,Hong Kong,HK,1,2023-04-04 16:45:31,2023-02-03 12:27:43,2023-03-02 08:57:59,"Accountancy, Finance & Audit",Remote,Hong Kong
556,919,198,194,Actuarial Analyst,H,SGD 135k,Closed,Singapore,SG,1,2023-04-04 13:19:00,2023-02-03 16:50:39,2023-03-29 09:56:20,Actuarial,Hybrid,Singapore
557,171,38,38,Financial Crime Analyst,H,"90,000",Full,London,GB,1,,2023-02-04 14:30:28,2023-03-21 09:27:48,Risk & Compliance,Hybrid,London
558,697,136,132,Internal Auditor,H,CHF 95k - CHF 112k,Full,Zurich,CH,1,2023-04-05 18:32:34,2023-02-04 10:30:19,2023-03-11 18:10:54,"Accountancy, Finance & Audit",Remote,Zurich
559,984,208,208,Claims Handler,H,RM160k - RM181k,Closed,Kuala Lumpur,MY,1,2023-04-05 16:44:45,2023-02-04 15:58:20,2023-03-04 12:51:05,"Underwriting, Broking & Claims",Hybrid,Malaysia
560,982,209,207,Casualty Underwriter,H,RM191k - RM210k,Full,Kuala Lumpur,MY,1,,2023-02-04 14:16:11,2023-03-25 11:55:14,"Underwriting, Broking & Claims",Hybrid,Malaysia
561,5,23,23,Head of Legal,H,£60k - £68k,Full,Manchester,GB,1,2023-04-06 17:14:08,2023-02-05 12:52:31,2023-03-24 17:38:23,Legal,Hybrid,Manchester
562,591,121,121,Claims Handler,H,€50k - €61k,Full,Paris,FR,1,,2023-02-05 13:19:15,2023-03-09 18:58:07,"Underwriting, Broking & Claims",Hybrid,Paris
563,719,150,150,Account Executive,H,$103k - $113k,Full,New York,US,1,2023-04-06 13:58:44,2023-02-05 09:13:17,2023-03-13 10:02:26,"Underwriting, Broking & Claims",Office,New York
564,182,59,55,Pricing Actuary,H,117000,Full,London,GB,1,2023-04-07 08:52:13,2023-02-06 18:33:13,2023-03-25 12:09:43,Actuarial,Hybrid,London
565,460,88,88,Head of Compliance,H,"85,000",OnHold,Brussels,BE,1,,2023-02-06 14:51:18,2023-03-27 13:44:20,Risk & Compliance,Office,Brussels
566,507,98,97,Commercial Lawyer,H,EUR 96k,Full,Madrid,ES,1,,2023-02-06 17:17:31,2023-03-19 10:43:28,Legal,Remote,Madrid
567,532,100,100,Senior Paralegal,H,88000,Closed,Madrid,ES,1,,2023-02-06 08:42:23,2023-03-01 11:09:05,Legal,Hybrid,Madrid
568,544,122,122,Commercial Lawyer,H,€100k - €115k,Closed,Paris,FR,1,,2023-02-06 13:19:26,2023-03-08 08:45:22,Legal,Hybrid,Paris
569,924,195,195,Project Manager,H,114000,Full,Singapore,SG,2,2023-04-07 10:27:19,2023-02-06 14:26:16,2023-03-13 11:26:51,Transformation & Change,Hybrid,Singapore
570,926,197,197,Product Owner,H,S$139k - S$165k,Full,Singapore,SG,1,2023-04-07 14:56:35,2023-02-06 18:55:25,2023-03-01 14:18:24,Transformation & Change,Remote,Singapore
571,983,210,207,Senior Claims Handler,H,214000,Closed,Kuala Lumpur,MY,1,2023-04-07 18:17:18,2023-02-06 09:59:25,2023-03-03 16:14:18,"Underwriting, Broking & Claims",Office,Malaysia
572,357,76,76,Financial Controller,H,"68,000",Full,Dublin,IE,1,,2023-02-07 10:03:08,2023-03-18 08:46:54,"Accountancy, Finance & Audit",Office,Dublin
573,503,99,97,Claims Handler,H,"61,000",Full,Madrid,ES,1,2023-04-08 09:33:03,2023-02-07 09:26:55,2023-03-18 11:11:22,"Underwriting, Broking & Claims",Remote,Madrid
574,611,124,124,Tax Manager,H,€58k - €67k,Full,Paris,FR,1,2023-04-08 09:38:43,2023-02-07 16:51:12,2023-04-13 10:17:02,"Accountancy, Finance & Audit",Office,Paris
575,78,1,1,Senior Pricing Actuary,H,GBP 88k,Closed,Manchester,GB,1,,2023-02-08 17:36:56,2023-03-02 15:18:18,Actuarial,Office,Manchester
576,364,66,66,Claims Handler,H,€77k - €85k,Full,Dublin,IE,2,2023-04-09 11:06:32,2023-02-08 14:33:36,2023-04-02 16:19:56,"Underwriting, Broking & Claims",Office,Dublin
577,365,74,74,Senior Tax Manager,H,"58,000",Closed,Dublin,IE,1,2023-04-09 14:03:57,2023-02-08 16:01:38,2023-03-06 12:52:09,"Accountancy, Finance & Audit",Hybrid,Dublin
578,420,79,79,Product Owner,H,EUR 88k,Full,Amsterdam,NL,1,,2023-02-08 10:36:47,2023-03-16 09:03:58,Transformation & Change,Office,Amsterdam
579,438,83,83,Programme Director,H,€87k - €107k,Full,Amsterdam,NL,1,,2023-02-08 12:28:54,2023-03-12 16:54:13,Transformation & Change,Hybrid,Amsterdam
580,461,89,89,Capital Modelling Actuary,H,76000,Closed,Brussels,BE,1,2023-04-09 09:26:17,2023-02-08 09:12:29,2023-03-09 08:51:21,Actuarial,Hybrid,Brussels
581,638,143,143,Project Manager,H,CHF 114k - CHF 132k,Closed,Zurich,CH,2,2023-04-09 18:10:42,2023-02-08 10:53:03,2023-04-02 13:26:56,Transformation & Change,Hybrid,Zurich
582,791,147,147,Product Owner,H,$124k - $150k,Closed,New York,US,2,2023-04-09 16:52:30,2023-02-08 10:54:05,2023-03-19 10:15:41,Transformation & Change,Hybrid,New York
583,726,148,148,Programme Director,H,136000,OnHold,New York,US,1,2023-04-09 15:08:48,2023-02-08 09:36:21,2023-03-14 14:30:28,Transformation & Change,Office,New York
584,203,59,55,Actuarial Analyst,H,£68k - £83k,Full,London,GB,1,,2023-02-09 15:54:35,2023-03-28 18:39:53,Actuarial,Hybrid,London
585,468,92,92,Pricing Actuary,H,104000,Full,Brussels,BE,1,2023-04-10 16:43:04,2023-02-09 18:47:05,2023-03-26 14:10:12,Actuarial,Hybrid,Brussels
586,600,122,122,Senior Claims Manager,H,82000,Full,Paris,FR,1,2023-04-10 09:44:33,2023-02-09 11:59:33,2023-03-14 08:01:37,"Underwriting, Broking & Claims",Hybrid,Paris
587,658,141,139,Programme Director,H,146000,Full,Zurich,CH,1,2023-04-10 11:07:32,2023-02-09 18:51:46,2023-03-11 11:59:22,Transformation & Change,Hybrid,Zurich
588,737,159,159,Senior Data Engineer,H,97000,OnHold,New York,US,1,,2023-02-09 15:25:36,2023-03-05 17:35:09,Technology,Hybrid,New York
589,836,177,177,Business Analyst,H,USD 94k,Full,Charlotte,US,1,2023-04-10 15:05:13,2023-02-09 09:31:54,2023-03-23 13:47:02,Transformation & Change,Remote,Charlotte
590,46,6,6,Tax Manager,H,£71k - £85k,Closed,Manchester,GB,1,2023-04-11 14:08:31,2023-02-10 08:11:01,2023-03-10 09:55:26,"Accountancy, Finance & Audit",Hybrid,Manchester
591,2,13,13,Casualty Underwriter,H,48000,Full,Manchester,GB,1,2023-04-11 09:21:02,2023-02-10 11:16:46,2023-03-25 14:55:45,"Underwriting, Broking & Claims",Office,Manchester
592,174,30,28,Senior Commercial Lawyer,H,"102,000",Full,London,GB,1,2023-04-11 13:03:02,2023-02-10 08:25:16,2023-04-08 17:10:58,Legal,Office,London
593,451,84,84,Senior Business Analyst,H,€99k - €111k,Closed,Amsterdam,NL,1,,2023-02-10 13:19:38,2023-03-04 17:43:02,Transformation & Change,Hybrid,Amsterdam
594,66,22,22,Senior Data Engineer,H,"66,000",Full,Manchester,GB,1,2023-04-12 09:04:02,2023-02-11 08:40:08,2023-03-19 09:23:09,Technology,Remote,Manchester
595,201,49,47,FP&A Analyst,H,GBP 79k,Closed,London,GB,1,2023-04-12 17:48:20,2023-02-11 13:24:35,2023-03-05 14:48:49,"Accountancy, Finance & Audit",Office,London
596,556,107,106,Programme Director,H,€57k - €71k,Full,Paris,FR,1,2023-04-12 12:38:05,2023-02-11 15:43:48,2023-04-07 15:51:10,Transformation & Change,Hybrid,Paris
597,551,110,106,Change Manager,H,€64k - €79k,Full,Paris,FR,1,2023-04-12 12:21:28,2023-02-11 10:58:26,2023-04-01 15:27:10,Transformation & Change,Office,Paris
598,920,196,196,Change Manager,H,116000,Full,Singapore,SG,1,,2023-02-11 16:58:58,2023-03-11 17:01:35,Transformation & Change,Hybrid,Singapore
599,12,23,23,Cloud Architect,H,56000,Full,Manchester,GB,1,2023-04-13 15:47:54,2023-02-12 15:03:22,2023-03-30 18:30:19,Technology,Hybrid,Manchester
600,410,73,73,Financial Controller,H,EUR 73k,OnHold,Dublin,IE,1,,2023-02-12 08:43:59,2023-03-31 14:24:50,"Accountancy, Finance & Audit",Hybrid,Dublin
601,448,81,81,Business Analyst,H,84000,OnHold,Amsterdam,NL,1,2023-04-13 14:01:15,2023-02-12 16:31:30,2023-03-06 18:13:33,Transformation & Change,Hybrid,Amsterdam
602,465,93,93,Credit Risk Analyst,H,63000,Full,Brussels,BE,1,2023-04-13 10:51:21,2023-02-12 18:04:34,2023-03-31 10:25:00,Risk & Compliance,Office,Brussels
603,555,109,109,Change Manager,H,"66,000",Full,Paris,FR,1,2023-04-13 08:03:49,2023-02-12 14:26:51,2023-04-05 13:21:35,Transformation & Change,Office,Paris
604,569,125,125,Property Underwriter,H,€73k - €83k,Closed,Paris,FR,1,2023-04-13 10:34:39,2023-02-12 15:40:08,2023-03-10 10:15:37,"Underwriting, Broking & Claims",Hybrid,Paris
605,696,135,135,Management Accountant,H,"130,000",Closed,Zurich,CH,1,,2023-02-12 16:01:28,2023-03-15 11:17:49,"Accountancy, Finance & Audit",Remote,Zurich
606,651,140,140,Programme Director,H,Competitive,OnHold,Zurich,CH,2,,2023-02-12 08:59:24,2023-03-27 14:39:41,Transformation & Change,Hybrid,Zurich
607,757,167,165,Commercial Lawyer,H,USD 177k,Full,New York,US,1,2023-04-13 16:52:39,2023-02-12 12:26:55,2023-03-28 13:05:04,Legal,Remote,New York
608,920,197,194,Senior Programme Director,H,112000,Full,Singapore,SG,1,2023-04-13 12:00:57,2023-02-12 16:41:45,2023-03-16 13:28:53,Transformation & Change,Hybrid,Singapore
609,217,31,28,Commercial Lawyer,H,138000,Full,London,GB,2,2023-04-14 17:37:10,2023-02-13 08:03:23,2023-04-05 16:37:53,Legal,Hybrid,London
610,168,47,47,Senior Business Analyst,H,Competitive,Closed,London,GB,1,,2023-02-13 12:27:29,2023-03-15 11:07:42,Transformation & Change,Office,London
611,443,82,82,Product Owner,H,102000,OnHold,Amsterdam,NL,2,2023-04-14 11:09:29,2023-02-13 18:14:04,2023-03-09 18:41:13,Transformation & Change,Hybrid,Amsterdam
612,569,111,106,Project Manager,H,€78k - €98k,Full,Paris,FR,1,2023-04-14 11:28:05,2023-02-13 13:33:31,2023-03-22 13:51:11,Transformation & Change,Office,Paris
613,627,139,139,Senior Change Manager,H,CHF 134k - CHF 159k,Closed,Zurich,CH,1,2023-04-14 14:54:14,2023-02-13 17:46:40,2023-03-21 09:03:00,Transformation & Change,Hybrid,Zurich
614,835,176,176,Casualty Underwriter,H,USD 104k,Closed,Charlotte,US,1,,2023-02-13 15:58:56,2023-03-13 18:50:01,"Underwriting, Broking & Claims",Hybrid,Charlotte
615,892,185,185,Management Accountant,H,HKD 714k,Full,Hong Kong,HK,1,2023-04-14 11:18:47,2023-02-13 18:27:28,2023-03-21 08:23:06,"Accountancy, Finance & Audit",Office,Hong Kong
616,51,14,11,Account Executive,H,"69,000",Closed,Manchester,GB,1,,2023-02-14 09:16:19,2023-03-19 17:15:41,"Underwriting, Broking & Claims",Office,Manchester
617,7,20,20,BI Developer,H,£54k - £61k,Closed,Manchester,GB,1,2023-04-15 11:37:58,2023-02-14 16:03:02,2023-03-08 16:36:57,Technology,Hybrid,Manchester
618,198,48,47,Senior Pricing Actuary,H,£89k - £103k,OnHold,London,GB,1,2023-04-15 10:38:51,2023-02-14 08:26:54,2023-03-12 15:40:28,Actuarial,Office,London
619,182,57,57,Head of Pricing,H,114000,OnHold,London,GB,1,,2023-02-14 12:40:26,2023-03-19 12:58:37,Actuarial,Remote,London
620,380,65,65,Senior Claims Handler,H,"64,000",Full,Dublin,IE,1,2023-04-15 08:57:33,2023-02-14 12:48:11,2023-03-27 08:49:56,"Underwriting, Broking & Claims",Hybrid,Dublin
621,502,97,97,Regulatory Lawyer,H,"74,000",Full,Madrid,ES,1,,2023-02-14 13:34:00,2023-04-10 16:23:40,Legal,Office,Madrid
622,629,143,143,Business Analyst,H,137000,Closed,Zurich,CH,2,,2023-02-14 10:45:07,2023-04-09 14:11:00,Transformation & Change,Office,Zurich
623,169,29,29,Paralegal,H,£89k - £103k,Full,London,GB,1,2023-04-16 10:13:52,2023-02-15 14:32:03,2023-04-06 08:35:01,Legal,Hybrid,London
624,206,51,51,Senior Actuarial Analyst,H,"120,000",Full,London,GB,1,2023-04-16 10:25:29,2023-02-15 17:37:29,2023-03-29 16:11:06,Actuarial,Remote,London
625,502,101,101,Senior Commercial Lawyer,H,89000,Full,Madrid,ES,1,2023-04-16 08:38:01,2023-02-15 12:12:08,2023-03-31 14:00:58,Legal,Hybrid,Madrid
626,576,108,108,Property Underwriter,H,"62,000",Full,Paris,FR,1,,2023-02-15 12:01:29,2023-03-18 16:08:35,"Underwriting, Broking & Claims",Hybrid,Paris
