candidate_joborder_status_history_id,candidate_id,joborder_id,date,status_from,status_to,date_modified
43611,14134,2225,2024-02-09 12:50:41,0,400,2024-02-09 12:50:41
43612,14027,2226,2024-02-09 11:55:09,400,675,2024-02-09 11:55:09
43613,13720,2227,2024-02-09 09:27:36,500,675,2024-02-09 09:27:36
43614,13915,2227,2024-02-09 10:44:35,400,700,2024-02-09 10:44:35
43615,13793,2228,2024-02-09 13:51:11,500,600,2024-02-09 13:51:11
43616,13076,2229,2024-02-09 16:10:58,400,500,2024-02-09 16:10:58
43617,13721,2230,2024-02-09 17:05:21,400,675,2024-02-09 17:05:21
43618,14001,2230,2024-02-09 16:04:19,400,675,2024-02-09 16:04:19
43619,13871,2231,2024-02-09 17:03:19,400,675,2024-02-09 17:03:19
43620,14135,2231,2024-02-09 11:35:09,0,400,2024-02-09 11:35:09
43621,11780,2231,2024-02-09 17:29:03,0,400,2024-02-09 17:29:03
43622,14136,2232,2024-02-09 18:27:03,0,400,2024-02-09 18:27:03
43623,14137,2232,2024-02-09 13:20:48,0,400,2024-02-09 13:20:48
43624,13897,2234,2024-02-09 12:12:00,0,400,2024-02-09 12:12:00
43625,46644,2235,2024-02-09 14:07:50,400,650,2024-02-09 14:07:50
43626,14138,2235,2024-02-09 17:45:54,0,400,2024-02-09 17:45:54
43627,13886,2236,2024-02-09 16:59:16,0,400,2024-02-09 16:59:16
43628,14139,2237,2024-02-09 09:17:39,0,400,2024-02-09 09:17:39
43629,12733,2238,2024-02-09 08:52:46,0,400,2024-02-09 08:52:46
43630,14140,2238,2024-02-09 08:43:59,0,400,2024-02-09 08:43:59
43631,13360,2240,2024-02-09 17:16:39,0,400,2024-02-09 17:16:39
43632,14141,2240,2024-02-09 12:12:01,0,400,2024-02-09 12:12:01
43633,14142,2241,2024-02-09 12:17:16,0,400,2024-02-09 12:17:16
43634,14038,2242,2024-02-09 16:06:34,400,675,2024-02-09 16:06:34
43635,46926,2243,2024-02-09 09:13:48,0,400,2024-02-09 09:13:48
43636,13008,2245,2024-02-09 15:36:36,500,650,2024-02-09 15:36:36
43637,14143,2245,2024-02-09 17:04:10,0,400,2024-02-09 17:04:10
43638,14144,2246,2024-02-09 13:34:32,0,400,2024-02-09 13:34:32
43639,14145,2247,2024-02-09 14:45:11,0,400,2024-02-09 14:45:11
43640,14146,2247,2024-02-09 11:57:19,0,400,2024-02-09 11:57:19
43641,14012,2248,2024-02-09 14:56:35,400,500,2024-02-09 14:56:35
43642,13956,2251,2024-02-09 16:29:04,400,500,2024-02-09 16:29:04
43643,14046,2253,2024-02-09 12:22:37,400,650,2024-02-09 12:22:37
43644,14147,2254,2024-02-09 12:08:14,0,400,2024-02-09 12:08:14
43645,14148,2255,2024-02-09 16:21:58,0,400,2024-02-09 16:21:58
43646,12923,2256,2024-02-09 15:23:11,0,400,2024-02-09 15:23:11
43647,13889,2257,2024-02-09 15:04:14,400,675,2024-02-09 15:04:14
43648,14149,2257,2024-02-09 13:14:29,0,400,2024-02-09 13:14:29
43649,14150,2258,2024-02-09 18:22:41,0,400,2024-02-09 18:22:41
43650,13517,2258,2024-02-09 08:47:46,0,400,2024-02-09 08:47:46
43651,14151,2259,2024-02-09 12:18:00,0,400,2024-02-09 12:18:00
43652,14152,2259,2024-02-09 17:40:14,0,400,2024-02-09 17:40:14
43653,14085,2260,2024-02-09 15:38:37,400,500,2024-02-09 15:38:37
43654,14153,2260,2024-02-09 12:40:34,0,400,2024-02-09 12:40:34
43655,14049,2261,2024-02-09 17:02:00,400,650,2024-02-09 17:02:00
43656,12238,2261,2024-02-09 09:09:00,0,400,2024-02-09 09:09:00
43657,14154,2264,2024-02-09 16:53:06,0,400,2024-02-09 16:53:06
43658,11522,2264,2024-02-09 17:15:19,0,400,2024-02-09 17:15:19
43659,13981,2266,2024-02-09 12:52:39,400,675,2024-02-09 12:52:39
43660,14155,2266,2024-02-09 17:00:40,0,400,2024-02-09 17:00:40
43661,11451,2268,2024-02-09 08:34:35,0,400,2024-02-09 08:34:35
43662,14156,2272,2024-02-09 18:57:47,0,400,2024-02-09 18:57:47
43663,14157,2277,2024-02-09 09:13:08,0,400,2024-02-09 09:13:08
43664,14158,2278,2024-02-09 10:52:44,0,400,2024-02-09 10:52:44
43665,14159,2278,2024-02-09 15:54:05,0,400,2024-02-09 15:54:05
43666,14160,2279,2024-02-09 16:59:28,0,400,2024-02-09 16:59:28
43667,14161,2285,2024-02-09 12:43:39,0,400,2024-02-09 12:43:39
43668,14162,2285,2024-02-09 11:18:36,0,400,2024-02-09 11:18:36
43669,14163,2287,2024-02-09 15:54:07,0,400,2024-02-09 15:54:07
43670,14164,2291,2024-02-09 18:54:17,0,400,2024-02-09 18:54:17
43671,14165,2291,2024-02-09 11:50:12,0,400,2024-02-09 11:50:12
43672,14166,2294,2024-02-09 18:20:22,0,400,2024-02-09 18:20:22
43673,14167,2302,2024-02-09 12:12:07,0,400,2024-02-09 12:12:07
43674,14168,2304,2024-02-09 17:09:05,0,400,2024-02-09 17:09:05
43675,14169,2304,2024-02-09 18:02:53,0,400,2024-02-09 18:02:53
43676,12545,2000,2024-02-10 08:42:25,600,800,2024-02-10 08:42:25
43677,12711,2028,2024-02-10 11:06:26,500,600,2024-02-10 11:06:26
43678,12794,2062,2024-02-10 13:17:17,500,600,2024-02-10 13:17:17
43679,13027,2082,2024-02-10 17:08:41,600,675,2024-02-10 17:08:41
43680,13158,2082,2024-02-10 14:49:48,500,600,2024-02-10 14:49:48
43681,13174,2115,2024-02-10 09:33:57,500,600,2024-02-10 09:33:57
43682,13143,2127,2024-02-10 14:19:47,500,600,2024-02-10 14:19:47
43683,13179,2135,2024-02-10 15:48:32,500,600,2024-02-10 15:48:32
43684,13608,2138,2024-02-10 13:53:44,500,700,2024-02-10 13:53:44
43685,13441,2142,2024-02-10 12:35:06,500,650,2024-02-10 12:35:06
43686,13475,2146,2024-02-10 08:26:55,500,700,2024-02-10 08:26:55
43687,13728,2158,2024-02-10 08:35:53,500,675,2024-02-10 08:35:53
43688,13559,2160,2024-02-10 15:45:14,500,700,2024-02-10 15:45:14
43689,13583,2160,2024-02-10 13:49:16,500,650,2024-02-10 13:49:16
43690,13695,2172,2024-02-10 09:42:24,400,675,2024-02-10 09:42:24
43691,13489,2173,2024-02-10 10:25:37,500,600,2024-02-10 10:25:37
43692,13845,2178,2024-02-10 16:36:58,400,500,2024-02-10 16:36:58
43693,13774,2179,2024-02-10 10:15:41,400,700,2024-02-10 10:15:41
43694,10984,2179,2024-02-10 08:41:18,400,500,2024-02-10 08:41:18
43695,13495,2181,2024-02-10 09:16:58,600,800,2024-02-10 09:16:58
43696,13569,2187,2024-02-10 13:10:53,500,650,2024-02-10 13:10:53
43697,13739,2189,2024-02-10 09:35:28,400,700,2024-02-10 09:35:28
43698,12877,2191,2024-02-10 18:42:54,400,500,2024-02-10 18:42:54
43699,13812,2193,2024-02-10 08:46:08,400,500,2024-02-10 08:46:08
43700,13742,2194,2024-02-10 10:29:25,400,650,2024-02-10 10:29:25
43701,13850,2194,2024-02-10 18:58:23,400,700,2024-02-10 18:58:23
43702,13931,2194,2024-02-10 08:15:42,400,500,2024-02-10 08:15:42
43703,13962,2207,2024-02-10 13:06:44,400,650,2024-02-10 13:06:44
43704,14024,2209,2024-02-10 13:00:36,400,675,2024-02-10 13:00:36
43705,14063,2214,2024-02-10 09:16:23,400,650,2024-02-10 09:16:23
43706,13912,2216,2024-02-10 17:38:27,400,500,2024-02-10 17:38:27
43707,13964,2217,2024-02-10 14:20:02,400,700,2024-02-10 14:20:02
43708,13865,2218,2024-02-10 13:13:09,400,650,2024-02-10 13:13:09
43709,13992,2219,2024-02-10 14:25:28,400,700,2024-02-10 14:25:28
43710,13790,2221,2024-02-10 13:16:51,400,675,2024-02-10 13:16:51
43711,13760,2228,2024-02-10 15:20:12,500,675,2024-02-10 15:20:12
43712,14074,2228,2024-02-10 14:37:15,400,500,2024-02-10 14:37:15
43713,13193,2229,2024-02-10 18:20:27,400,500,2024-02-10 18:20:27
43714,14170,2229,2024-02-10 11:39:35,0,400,2024-02-10 11:39:35
43715,13832,2232,2024-02-10 15:41:31,400,700,2024-02-10 15:41:31
43716,14171,2232,2024-02-10 13:36:24,0,400,2024-02-10 13:36:24
43717,13673,2233,2024-02-10 12:51:54,0,400,2024-02-10 12:51:54
43718,14172,2233,2024-02-10 09:15:22,0,400,2024-02-10 09:15:22
43719,13948,2235,2024-02-10 17:48:19,400,500,2024-02-10 17:48:19
43720,14173,2236,2024-02-10 11:43:13,0,400,2024-02-10 11:43:13
43721,13835,2238,2024-02-10 14:06:06,400,650,2024-02-10 14:06:06
43722,14174,2238,2024-02-10 18:46:55,0,400,2024-02-10 18:46:55
43723,14078,2239,2024-02-10 11:36:30,400,650,2024-02-10 11:36:30
43724,11841,2241,2024-02-10 15:04:51,400,500,2024-02-10 15:04:51
43725,14037,2241,2024-02-10 18:19:40,400,650,2024-02-10 18:19:40
43726,14175,2241,2024-02-10 17:00:56,0,400,2024-02-10 17:00:56
43727,13951,2242,2024-02-10 13:43:19,400,675,2024-02-10 13:43:19
43728,13879,2243,2024-02-10 11:01:56,400,500,2024-02-10 11:01:56
43729,14176,2245,2024-02-10 09:02:43,0,400,2024-02-10 09:02:43
43730,13925,2246,2024-02-10 10:16:47,400,500,2024-02-10 10:16:47
43731,14177,2248,2024-02-10 08:50:47,0,400,2024-02-10 08:50:47
43732,14013,2249,2024-02-10 18:34:22,400,500,2024-02-10 18:34:22
43733,14015,2253,2024-02-10 18:30:33,400,650,2024-02-10 18:30:33
43734,13928,2254,2024-02-10 14:45:06,400,700,2024-02-10 14:45:06
43735,14178,2256,2024-02-10 16:22:40,0,400,2024-02-10 16:22:40
43736,13517,2258,2024-02-10 14:08:52,400,500,2024-02-10 14:08:52
43737,14179,2258,2024-02-10 15:39:23,0,400,2024-02-10 15:39:23
43738,14180,2261,2024-02-10 08:20:25,0,400,2024-02-10 08:20:25
43739,14181,2263,2024-02-10 17:07:43,0,400,2024-02-10 17:07:43
43740,14182,2265,2024-02-10 15:36:12,0,400,2024-02-10 15:36:12
43741,12343,2266,2024-02-10 13:13:32,0,400,2024-02-10 13:13:32
43742,13996,2266,2024-02-10 08:01:31,0,400,2024-02-10 08:01:31
43743,14183,2268,2024-02-10 13:17:34,0,400,2024-02-10 13:17:34
43744,13086,2269,2024-02-10 13:26:11,400,500,2024-02-10 13:26:11
43745,14184,2270,2024-02-10 11:13:32,0,400,2024-02-10 11:13:32
43746,14185,2271,2024-02-10 14:30:13,0,400,2024-02-10 14:30:13
43747,14186,2275,2024-02-10 13:39:40,0,400,2024-02-10 13:39:40
43748,14187,2276,2024-02-10 10:50:57,0,400,2024-02-10 10:50:57
43749,14188,2278,2024-02-10 15:58:20,0,400,2024-02-10 15:58:20
43750,14189,2279,2024-02-10 13:07:37,0,400,2024-02-10 13:07:37
43751,12535,2279,2024-02-10 11:35:56,0,400,2024-02-10 11:35:56
43752,14190,2282,2024-02-10 17:22:31,0,400,2024-02-10 17:22:31
43753,14191,2283,2024-02-10 15:18:41,0,400,2024-02-10 15:18:41
43754,14192,2283,2024-02-10 14:15:11,0,400,2024-02-10 14:15:11
43755,11814,2286,2024-02-10 12:10:59,0,400,2024-02-10 12:10:59
43756,14193,2286,2024-02-10 18:48:39,0,400,2024-02-10 18:48:39
43757,11683,2287,2024-02-10 16:17:34,0,400,2024-02-10 16:17:34
43758,14194,2287,2024-02-10 12:44:16,0,400,2024-02-10 12:44:16
43759,14195,2288,2024-02-10 16:23:29,0,400,2024-02-10 16:23:29
43760,14196,2296,2024-02-10 14:24:21,0,400,2024-02-10 14:24:21
43761,11305,2297,2024-02-10 09:53:56,0,400,2024-02-10 09:53:56
43762,14197,2298,2024-02-10 17:49:01,0,400,2024-02-10 17:49:01
43763,14198,2300,2024-02-10 13:24:43,0,400,2024-02-10 13:24:43
43764,14199,2301,2024-02-10 11:50:06,0,400,2024-02-10 11:50:06
43765,14200,2301,2024-02-10 12:57:39,0,400,2024-02-10 12:57:39
43766,14201,2305,2024-02-10 13:55:31,0,400,2024-02-10 13:55:31
43767,14202,2305,2024-02-10 08:39:21,0,400,2024-02-10 08:39:21
43768,14203,2305,2024-02-10 17:32:59,0,400,2024-02-10 17:32:59
43769,14204,2305,2024-02-10 13:53:15,0,400,2024-02-10 13:53:15
43770,11770,2306,2024-02-10 10:23:58,0,400,2024-02-10 10:23:58
43771,14205,2307,2024-02-10 12:52:48,0,400,2024-02-10 12:52:48
43772,14206,2308,2024-02-10 17:19:13,0,400,2024-02-10 17:19:13
43773,13576,2311,2024-02-10 14:14:40,0,400,2024-02-10 14:14:40
43774,13369,2311,2024-02-10 16:15:49,0,400,2024-02-10 16:15:49
43775,12743,2025,2024-02-11 09:26:47,600,800,2024-02-11 09:26:47
43776,12943,2073,2024-02-11 16:45:05,500,600,2024-02-11 16:45:05
43777,13095,2082,2024-02-11 15:41:00,500,700,2024-02-11 15:41:00
43778,13201,2089,2024-02-11 11:57:32,500,600,2024-02-11 11:57:32
43779,13103,2098,2024-02-11 10:25:46,500,600,2024-02-11 10:25:46
43780,13310,2102,2024-02-11 08:36:30,500,700,2024-02-11 08:36:30
43781,10934,2104,2024-02-11 13:03:50,600,800,2024-02-11 13:03:50
43782,13064,2110,2024-02-11 13:21:37,600,800,2024-02-11 13:21:37
43783,13172,2112,2024-02-11 09:16:10,500,600,2024-02-11 09:16:10
43784,13173,2114,2024-02-11 08:08:38,600,800,2024-02-11 08:08:38
43785,13466,2114,2024-02-11 12:55:11,500,675,2024-02-11 12:55:11
43786,13547,2127,2024-02-11 18:29:55,500,700,2024-02-11 18:29:55
43787,13470,2128,2024-02-11 15:32:58,500,700,2024-02-11 15:32:58
43788,13329,2132,2024-02-11 14:12:35,600,800,2024-02-11 14:12:35
43789,13473,2137,2024-02-11 11:00:29,500,600,2024-02-11 11:00:29
43790,13515,2137,2024-02-11 14:13:20,500,700,2024-02-11 14:13:20
43791,13552,2142,2024-02-11 18:21:18,500,650,2024-02-11 18:21:18
43792,13553,2143,2024-02-11 08:35:51,500,700,2024-02-11 08:35:51
43793,13612,2161,2024-02-11 09:36:13,500,600,2024-02-11 09:36:13
43794,13841,2171,2024-02-11 17:33:53,400,700,2024-02-11 17:33:53
43795,13772,2173,2024-02-11 09:47:44,400,650,2024-02-11 09:47:44
43796,13773,2176,2024-02-11 13:16:49,400,700,2024-02-11 13:16:49
43797,12278,2177,2024-02-11 09:04:05,400,500,2024-02-11 09:04:05
43798,13893,2180,2024-02-11 17:42:51,400,675,2024-02-11 17:42:51
43799,13898,2190,2024-02-11 11:37:50,400,675,2024-02-11 11:37:50
43800,13810,2191,2024-02-11 13:16:33,400,675,2024-02-11 13:16:33
43801,13902,2192,2024-02-11 16:53:41,500,700,2024-02-11 16:53:41
43802,13603,2193,2024-02-11 17:13:21,500,700,2024-02-11 17:13:21
43803,13501,2194,2024-02-11 11:05:50,500,700,2024-02-11 11:05:50
43804,12488,2194,2024-02-11 09:33:45,400,650,2024-02-11 09:33:45
43805,13903,2194,2024-02-11 10:21:05,400,650,2024-02-11 10:21:05
43806,13814,2195,2024-02-11 12:19:16,400,700,2024-02-11 12:19:16
43807,13904,2196,2024-02-11 17:53:18,400,700,2024-02-11 17:53:18
43808,14023,2203,2024-02-11 16:14:39,400,700,2024-02-11 16:14:39
43809,13820,2204,2024-02-11 12:22:27,400,700,2024-02-11 12:22:27
43810,13858,2205,2024-02-11 15:06:57,400,500,2024-02-11 15:06:57
43811,13909,2211,2024-02-11 08:31:09,400,500,2024-02-11 08:31:09
43812,13940,2213,2024-02-11 16:55:53,400,650,2024-02-11 16:55:53
43813,11664,2214,2024-02-11 14:12:57,400,650,2024-02-11 14:12:57
43814,13754,2218,2024-02-11 15:50:45,400,675,2024-02-11 15:50:45
43815,14097,2218,2024-02-11 13:04:50,400,675,2024-02-11 13:04:50
43816,13756,2221,2024-02-11 11:57:44,400,500,2024-02-11 11:57:44
43817,13996,2222,2024-02-11 16:59:28,400,700,2024-02-11 16:59:28
43818,13270,2223,2024-02-11 10:58:47,400,700,2024-02-11 10:58:47
43819,13719,2225,2024-02-11 17:17:42,400,700,2024-02-11 17:17:42
43820,13820,2225,2024-02-11 17:45:57,400,650,2024-02-11 17:45:57
43821,14099,2228,2024-02-11 16:21:12,400,500,2024-02-11 16:21:12
43822,13761,2230,2024-02-11 15:38:27,400,675,2024-02-11 15:38:27
43823,11399,2233,2024-02-11 16:16:34,400,650,2024-02-11 16:16:34
43824,13947,2234,2024-02-11 14:41:52,500,700,2024-02-11 14:41:52
43825,13795,2237,2024-02-11 08:22:18,500,650,2024-02-11 08:22:18
43826,14007,2238,2024-02-11 14:21:20,400,700,2024-02-11 14:21:20
43827,11799,2240,2024-02-11 09:35:48,400,500,2024-02-11 09:35:48
43828,13950,2240,2024-02-11 10:16:38,400,675,2024-02-11 10:16:38
43829,14009,2241,2024-02-11 08:48:11,400,700,2024-02-11 08:48:11
43830,14207,2241,2024-02-11 11:19:43,0,400,2024-02-11 11:19:43
43831,14106,2242,2024-02-11 10:55:17,400,500,2024-02-11 10:55:17
43832,13798,2244,2024-02-11 11:23:40,400,650,2024-02-11 11:23:40
43833,13799,2244,2024-02-11 08:07:34,400,700,2024-02-11 08:07:34
43834,13880,2244,2024-02-11 16:34:54,400,500,2024-02-11 16:34:54
43835,14208,2244,2024-02-11 08:01:21,0,400,2024-02-11 08:01:21
43836,13953,2245,2024-02-11 13:10:30,400,700,2024-02-11 13:10:30
43837,14209,2245,2024-02-11 15:28:03,0,400,2024-02-11 15:28:03
43838,14210,2245,2024-02-11 12:36:48,0,400,2024-02-11 12:36:48
43839,13802,2246,2024-02-11 17:18:18,400,500,2024-02-11 17:18:18
43840,13898,2246,2024-02-11 13:12:51,400,675,2024-02-11 13:12:51
43841,14211,2247,2024-02-11 16:43:01,0,400,2024-02-11 16:43:01
43842,14212,2247,2024-02-11 17:46:28,0,400,2024-02-11 17:46:28
43843,13421,2249,2024-02-11 18:10:36,400,675,2024-02-11 18:10:36
43844,11429,2249,2024-02-11 16:39:13,0,400,2024-02-11 16:39:13
43845,13955,2250,2024-02-11 11:01:35,400,500,2024-02-11 11:01:35
43846,13746,2250,2024-02-11 12:03:45,400,650,2024-02-11 12:03:45
43847,14042,2250,2024-02-11 14:24:11,400,500,2024-02-11 14:24:11
43848,14043,2250,2024-02-11 13:50:04,400,700,2024-02-11 13:50:04
43849,14109,2250,2024-02-11 18:44:58,400,500,2024-02-11 18:44:58
43850,14213,2250,2024-02-11 12:20:04,0,400,2024-02-11 12:20:04
43851,13686,2251,2024-02-11 13:57:06,400,500,2024-02-11 13:57:06
43852,14214,2251,2024-02-11 12:47:06,0,400,2024-02-11 12:47:06
43853,14014,2252,2024-02-11 18:44:03,400,700,2024-02-11 18:44:03
43854,14082,2252,2024-02-11 14:47:41,400,500,2024-02-11 14:47:41
43855,14215,2252,2024-02-11 13:14:49,0,400,2024-02-11 13:14:49
43856,11836,2252,2024-02-11 10:35:28,0,400,2024-02-11 10:35:28
43857,14114,2253,2024-02-11 13:26:55,400,650,2024-02-11 13:26:55
43858,14084,2254,2024-02-11 13:57:09,400,500,2024-02-11 13:57:09
43859,14216,2254,2024-02-11 16:58:51,0,400,2024-02-11 16:58:51
43860,12183,2255,2024-02-11 08:30:33,400,700,2024-02-11 08:30:33
43861,11284,2255,2024-02-11 17:41:28,0,400,2024-02-11 17:41:28
43862,14217,2255,2024-02-11 09:40:39,0,400,2024-02-11 09:40:39
43863,14218,2256,2024-02-11 18:44:21,0,400,2024-02-11 18:44:21
43864,14219,2258,2024-02-11 12:04:52,0,400,2024-02-11 12:04:52
43865,13978,2259,2024-02-11 08:28:27,400,700,2024-02-11 08:28:27
43866,14220,2259,2024-02-11 13:33:48,0,400,2024-02-11 13:33:48
43867,14221,2260,2024-02-11 15:01:18,0,400,2024-02-11 15:01:18
43868,14222,2261,2024-02-11 11:14:17,0,400,2024-02-11 11:14:17
43869,11493,2262,2024-02-11 10:14:44,0,400,2024-02-11 10:14:44
43870,13271,2262,2024-02-11 12:45:12,0,400,2024-02-11 12:45:12
43871,14016,2263,2024-02-11 10:23:38,400,700,2024-02-11 10:23:38
43872,13980,2264,2024-02-11 17:19:06,500,650,2024-02-11 17:19:06
43873,11708,2264,2024-02-11 12:08:58,0,400,2024-02-11 12:08:58
43874,13362,2265,2024-02-11 18:20:44,400,500,2024-02-11 18:20:44
43875,13997,2266,2024-02-11 09:54:25,0,400,2024-02-11 09:54:25
43876,14223,2266,2024-02-11 13:00:23,0,400,2024-02-11 13:00:23
43877,14224,2266,2024-02-11 15:54:15,0,400,2024-02-11 15:54:15
43878,14092,2270,2024-02-11 17:31:40,400,650,2024-02-11 17:31:40
43879,14225,2271,2024-02-11 12:39:43,0,400,2024-02-11 12:39:43
43880,14093,2272,2024-02-11 17:57:54,400,500,2024-02-11 17:57:54
43881,14226,2272,2024-02-11 08:42:32,0,400,2024-02-11 08:42:32
43882,14227,2273,2024-02-11 12:38:03,0,400,2024-02-11 12:38:03
43883,14228,2273,2024-02-11 10:50:26,0,400,2024-02-11 10:50:26
43884,14229,2276,2024-02-11 08:32:11,0,400,2024-02-11 08:32:11
43885,46834,2277,2024-02-11 12:54:49,0,400,2024-02-11 12:54:49
43886,13024,2279,2024-02-11 08:47:55,0,400,2024-02-11 08:47:55
43887,14230,2281,2024-02-11 18:06:33,0,400,2024-02-11 18:06:33
43888,14231,2285,2024-02-11 13:26:10,0,400,2024-02-11 13:26:10
43889,14232,2289,2024-02-11 10:43:15,0,400,2024-02-11 10:43:15
43890,14233,2291,2024-02-11 13:58:14,0,400,2024-02-11 13:58:14
43891,14234,2291,2024-02-11 11:51:25,0,400,2024-02-11 11:51:25
43892,14094,2293,2024-02-11 08:02:33,0,400,2024-02-11 08:02:33
43893,11356,2296,2024-02-11 16:32:31,0,400,2024-02-11 16:32:31
43894,14235,2301,2024-02-11 12:42:57,0,400,2024-02-11 12:42:57
43895,14236,2302,2024-02-11 17:30:06,0,400,2024-02-11 17:30:06
43896,14237,2303,2024-02-11 13:03:31,0,400,2024-02-11 13:03:31
43897,11726,2304,2024-02-11 10:06:00,0,400,2024-02-11 10:06:00
43898,14238,2309,2024-02-11 10:05:15,0,400,2024-02-11 10:05:15
43899,13641,2310,2024-02-11 08:35:23,0,400,2024-02-11 08:35:23
43900,13305,2310,2024-02-11 17:09:54,0,400,2024-02-11 17:09:54
43901,14239,2311,2024-02-11 16:03:52,0,400,2024-02-11 16:03:52
43902,14240,2312,2024-02-11 09:12:37,0,400,2024-02-11 09:12:37
43903,14241,2314,2024-02-11 17:57:04,0,400,2024-02-11 17:57:04
43904,14242,2316,2024-02-11 15:05:48,0,400,2024-02-11 15:05:48
43905,13022,2073,2024-02-12 15:38:21,500,700,2024-02-12 15:38:21
43906,13430,2117,2024-02-12 13:16:46,500,700,2024-02-12 13:16:46
43907,13550,2135,2024-02-12 15:32:30,500,700,2024-02-12 15:32:30
43908,13439,2136,2024-02-12 11:10:36,500,675,2024-02-12 11:10:36
43909,13573,2140,2024-02-12 14:06:36,500,700,2024-02-12 14:06:36
43910,13415,2154,2024-02-12 11:47:23,500,600,2024-02-12 11:47:23
43911,13725,2154,2024-02-12 12:35:09,500,650,2024-02-12 12:35:09
43912,13726,2154,2024-02-12 11:15:03,400,700,2024-02-12 11:15:03
43913,13587,2167,2024-02-12 11:29:09,500,675,2024-02-12 11:29:09
43914,13356,2185,2024-02-12 18:13:04,500,675,2024-02-12 18:13:04
43915,13597,2187,2024-02-12 18:34:27,500,700,2024-02-12 18:34:27
43916,13933,2195,2024-02-12 09:56:34,400,700,2024-02-12 09:56:34
43917,46587,2198,2024-02-12 08:04:02,400,650,2024-02-12 08:04:02
43918,12021,2200,2024-02-12 14:33:09,400,700,2024-02-12 14:33:09
43919,12754,2201,2024-02-12 10:27:01,500,700,2024-02-12 10:27:01
43920,13906,2201,2024-02-12 08:45:56,400,500,2024-02-12 08:45:56
43921,13783,2202,2024-02-12 16:53:55,400,700,2024-02-12 16:53:55
43922,13936,2209,2024-02-12 11:38:23,400,500,2024-02-12 11:38:23
43923,11748,2210,2024-02-12 14:03:54,400,675,2024-02-12 14:03:54
43924,13988,2211,2024-02-12 08:32:51,400,650,2024-02-12 08:32:51
43925,13712,2213,2024-02-12 15:50:35,500,650,2024-02-12 15:50:35
43926,11836,2214,2024-02-12 08:02:28,500,700,2024-02-12 08:02:28
43927,46555,2214,2024-02-12 15:21:17,400,675,2024-02-12 15:21:17
43928,13942,2215,2024-02-12 15:50:50,400,500,2024-02-12 15:50:50
43929,13642,2216,2024-02-12 13:55:20,500,675,2024-02-12 13:55:20
43930,13495,2218,2024-02-12 14:01:06,400,650,2024-02-12 14:01:06
43931,13824,2218,2024-02-12 15:55:34,400,700,2024-02-12 15:55:34
43932,13991,2218,2024-02-12 17:57:59,400,700,2024-02-12 17:57:59
43933,14066,2218,2024-02-12 14:05:02,400,675,2024-02-12 14:05:02
43934,13825,2219,2024-02-12 09:27:59,400,500,2024-02-12 09:27:59
43935,13994,2220,2024-02-12 16:13:44,400,500,2024-02-12 16:13:44
43936,13867,2221,2024-02-12 09:14:04,500,700,2024-02-12 09:14:04
43937,13944,2223,2024-02-12 16:06:21,400,500,2024-02-12 16:06:21
43938,13791,2225,2024-02-12 17:53:32,400,700,2024-02-12 17:53:32
43939,14028,2227,2024-02-12 11:05:52,400,675,2024-02-12 11:05:52
43940,14032,2230,2024-02-12 15:30:36,400,700,2024-02-12 15:30:36
43941,12088,2232,2024-02-12 10:22:04,400,675,2024-02-12 10:22:04
43942,13946,2233,2024-02-12 11:46:07,400,675,2024-02-12 11:46:07
43943,13949,2237,2024-02-12 18:37:01,400,650,2024-02-12 18:37:01
43944,14005,2237,2024-02-12 09:37:03,400,700,2024-02-12 09:37:03
43945,11805,2240,2024-02-12 09:28:29,400,500,2024-02-12 09:28:29
43946,14036,2241,2024-02-12 12:44:48,400,500,2024-02-12 12:44:48
43947,13952,2243,2024-02-12 09:40:15,400,500,2024-02-12 09:40:15
43948,13970,2243,2024-02-12 11:55:12,400,500,2024-02-12 11:55:12
43949,12132,2245,2024-02-12 14:29:46,400,650,2024-02-12 14:29:46
43950,14243,2245,2024-02-12 09:24:02,0,400,2024-02-12 09:24:02
43951,14244,2245,2024-02-12 12:35:43,0,400,2024-02-12 12:35:43
43952,13803,2247,2024-02-12 17:40:17,400,675,2024-02-12 17:40:17
43953,14010,2247,2024-02-12 11:38:02,400,500,2024-02-12 11:38:02
43954,14145,2247,2024-02-12 18:49:00,400,700,2024-02-12 18:49:00
43955,13882,2248,2024-02-12 16:52:19,400,650,2024-02-12 16:52:19
43956,11780,2249,2024-02-12 14:37:35,400,675,2024-02-12 14:37:35
43957,12647,2249,2024-02-12 08:01:11,0,400,2024-02-12 08:01:11
43958,14110,2250,2024-02-12 09:14:50,400,500,2024-02-12 09:14:50
43959,12576,2251,2024-02-12 15:45:40,400,500,2024-02-12 15:45:40
43960,13384,2251,2024-02-12 10:57:07,400,500,2024-02-12 10:57:07
43961,14044,2251,2024-02-12 11:40:15,400,500,2024-02-12 11:40:15
43962,13279,2251,2024-02-12 14:53:21,0,400,2024-02-12 14:53:21
43963,14245,2253,2024-02-12 08:51:47,0,400,2024-02-12 08:51:47
43964,14246,2253,2024-02-12 13:53:02,0,400,2024-02-12 13:53:02
43965,11911,2253,2024-02-12 10:59:36,0,400,2024-02-12 10:59:36
43966,13957,2255,2024-02-12 18:46:19,400,500,2024-02-12 18:46:19
43967,14247,2255,2024-02-12 11:09:21,0,400,2024-02-12 11:09:21
